source_project_id,project_name,country,storage_class,year,actual_stored_mt,value_status,source_vintage,source_url
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2022,0.8,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2023,0.8,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-006,ADNOC Al Reyadah,United Arab Emirates,eor,2024,0.8,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,1996,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,1997,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,1998,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,1999,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2000,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2001,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2002,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2003,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2004,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2005,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2006,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2007,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2008,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2009,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2010,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2011,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2012,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2013,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2014,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2015,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2016,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2017,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2018,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2019,2.707092,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2020,2.170594,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2021,1.64615,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2022,1.717841,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2023,1.59434,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-007,Chevron Gorgon,Australia,dedicated,2024,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-008,CO2CRC,Australia,dedicated,1996,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-008,CO2CRC,Australia,dedicated,1997,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-008,CO2CRC,Australia,dedicated,1998,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-008,CO2CRC,Australia,dedicated,1999,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-008,CO2CRC,Australia,dedicated,2000,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-008,CO2CRC,Australia,dedicated,2001,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-008,CO2CRC,Australia,dedicated,2002,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
london-2025-008,CO2CRC,Australia,dedicated,2003,,measured-actual-standardised,2025-11-12,https://zenodo.org/records/18016847
