source_project_id,project_name,country,region,project_partners,project_type,lifecycle_stage,source_status,project_phase,sector,subsector,capacity_basis,capacity_mtpa,announced_capacity_mtpa,cdr_capacity_mtpa,announcement_year,fid_year,announced_start_year,suspension_or_cancellation_year,co2_destination,parent_hub,reference_urls,source_vintage,source_url,source_form,canonical_project_id,mapping_status
iea-2026-0047,Barossa and Darwin liquefied natural gas (DLNG) CCUS,Australia,Australia and New Zealand,"Santos (43.4%), SK E&S, JERA",Capture,concept,Planned,,Fuel transformation,Natural gas processing/LNG,capture_capacity,2.3,2.3,,2021,,2028,,Dedicated storage,Bayu-Undan field storage hub,https://www.upstreamonline.com/energy-transition/santos-betting-big-on-carbon-capture-in-bid-to-drive-down-emissions/2-1-1053585|https://www.oedigital.com/news/491510-santos-could-store-co2-from-barossa-field-in-depleted-bayu-undan-reservoir|https://www.santos.com/news/globally-significant-carbon-capture-and-storage-project-a-step-closer/|https://www.energyvoice.com/renewables-energy-transition/393749/santos-enters-feed-for-giant-ccs-project-at-bayu-undan-offshore-east-timor/|https://www.spglobal.com/commodityinsights/en/ci/research-analysis/santos-darwin-pipeline-duplication-dpd-project-confirmed-au.html|https://www.prnewswire.com/apac/news-releases/honeywell-to-collaborate-with-sk-es-to-deploy-carbon-capture-technology-across-korea-and-southeast-asia-301941319.html|https://www.santos.com/news/santos-and-sk-es-to-collaborate-on-cross-border-carbon-capture-and-storage/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0049,Bayou Bend East offshore (TX),United States,North America,"Chevron (50%), Talos Energy (TotalEnergies) (25% and operator), Equinor (25%)",T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,,,,2021,,,,Dedicated storage,Bayou Bend CCS offshore (TX),https://www.talosenergy.com/operations/carbon-capture-and-sequestration/default.aspx|https://www.offshore-mag.com/energy-transition/article/14298218/equinor-joins-chevron-talos-on-bayou-bend-ccs-project|https://www.sulmara.com/article/bayou-bend-ccs-selects-sulmara-for-offshore-geophysical-survey-at-the-bayou-bend|https://www.worley.com/en/insights/our-news/conventional-energy/2024/providing-design-and-evaluation-services-for-bayou-bend-ccs-llc-carbon-capture-storage-facility|https://bayoubend.com/|https://totalenergies.com/fr/medias/actualite/communiques-de-presse/totalenergies-acquiert-talos-low-carbon-solutions-un,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0050,Bayu-Undan field storage hub Timor-Leste phase 1,Australia-Timor Leste,Australia and New Zealand,"Santos (36.5%), SK E&S (21%), Timor GAP (16%), INPEX (9.6%), Eni SPA (9.2%), Tokyo Timor Sea Resources Pty Ltd. (7.6%).",T&S,concept,Planned,1,CO2 T&S,CO2 T&S,storage_injection_capacity,2.3,2.3,,2021,2026,2028,,Dedicated storage,Bayu-Undan field storage hub,https://www.santos.com/news/globally-significant-carbon-capture-and-storage-project-a-step-closer/|https://www.spglobal.com/commodityinsights/en/ci/research-analysis/santos-darwin-pipeline-duplication-dpd-project-confirmed-au.html|https://www.santos.com/wp-content/uploads/2022/03/Santos-2022-Climate-Change-Report_web.pdf|https://www.santos.com/news/mous-executed-for-potential-co2-supply-to-underpin-santos-bayu-undan-ccs-project/|https://www.santos.com/news/bayu-undan-joint-venture-and-timor-gap-sign-mou-to-cooperate-on-carbon-capture-and-storage/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0051,Soderenergi Igelsta plant,Sweden,Europe,"Soderenergi, SLB Capturi (feasibility) (first feasibility by biorecro)",Capture,cancelled,Cancelled,,Power and heat,Power (bioenergy),capture_capacity,0.5,0.5,0.5,2020,2026,,,Dedicated storage,,http://www.energimyndigheten.se/forskning-och-innovation/projektdatabas/sokresultat/?projectid=32420|https://www.biorecro.com/breaking-new-ground-with-beccs/|https://bioenergyinternational.com/soderenergi-pauses-beccs-project/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0053,Bonanza BioEnergy CCUS EOR (KS),United States,North America,"Conestoga Energy, Gary Climate Solutions Gary Climate Solutions",Full chain,operating,Operational,,Fuel transformation,Bioethanol,capture_capacity,0.16,0.1,,2010,,2012,2028,EOR,Bonanza Storage (KS),https://www.geos.ed.ac.uk/sccs/project-info/2042|http://epubs.democratprinting.com/publication/?m=5729&i=39669&p=30&ver=html5|https://www.energy.gov/sites/prod/files/2017/12/f46/jordan_bioeconomy_2017.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0054,Berrima cement plant (NSW),Australia,Australia and New Zealand,"Boral, Calix",CCU,cancelled,Cancelled,,Industry,Lime,capture_capacity,0.1,0.1,,2022,,,2024,Use,,https://calix.global/co2-mitigation-focus-area/calix-and-boral-to-develop-carbon-abatement-project/|https://www.leilac.com/project-boral/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0055,Borealis Antwerp CCS,Belgium,Europe,Borealis,Capture,concept,Planned,,Industry,Chemicals,capture_capacity,,,,2021,,2030,,Unknown/unspecified,,,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0056,Borregaard / SAE (Borg CO2) (2 facilities),Norway,Europe,"Borg Havn, Borregaard",Capture,concept,Planned,,Power and heat,Power and heat (waste),capture_capacity,0.15,0.15,0.084,2019,,2035,,Dedicated storage,Northern Lights,https://www.borgco2.no/reports|https://www.geos.ed.ac.uk/sccs/project-info/2222|https://norsus.no/wp-content/uploads/LCA-of-CCS-and-CCU_OR-28.21_final-report-1-1.pdf|https://static1.squarespace.com/static/5cdba5274d546e0576dc53c7/t/633d7d156e8e6e430cfc71c5/1664974127440/220227_sluttrapp_CLIMIT_UMS_endelig.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0057,Boryeong Blue hydrogen,South Korea,Other Asia Pacific,"SK E&S, Air Liquide Engineering and Construction (H2 production and liquefaction), GE Vernova, Korea Midland Power, Santos, etc.",Capture,concept,Planned,,Fuel transformation,Hydrogen or ammonia,capture_capacity,2.0,2.0,,2021,,,,Dedicated storage,Bayu-Undan field storage hub,https://www.argusmedia.com/en/news/2249753-south-koreas-sk-es-plans-hydrogen-lng-expansion|https://www.skens.com/en/sk/press/view.do?seq=3306&head=&keyword=&type=|http://www.businesskorea.co.kr/news/articleView.html?idxno=106374,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0059,Boundary Dam CCS (SASK),Canada,North America,Saskpower,Capture,operating,Operational,,Power and heat,Power (coal),capture_capacity,1.0,1.0,,2008,2011,2014,,EOR,,http://sequestration.mit.edu/tools/projects/boundary_dam.html|https://sequestration.mit.edu/tools/projects/boundary_dam.html|https://www.saskpower.com/about-us/our-company/blog/2023/bd3-status-update-q4-2022|https://publications.ieaghg.org/technicalreports/2015-06%20Integrated%20CCS%20Project%20at%20SaskPower's%20Boundary%20Dam%20Power%20Station.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0060,Bridgeport Energy Moonie CCUS Project,Australia,Australia and New Zealand,Bridgeport Energy Limited,T&S,cancelled,Cancelled,,CO2 T&S,CO2 T&S,storage_injection_capacity,0.12,0.12,,2018,,2025,2024,EOR,Bridgeport Energy Moonie CCUS Project,,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0062,Broadwing Clean Energy Complex (IL),United States,North America,"Warwick, ADM, Google, Broadwing",Capture,concept,Planned,,Power and heat,Power (gas),capture_capacity,2.0,2.0,,2021,2026,2030,,Dedicated storage,ADM Decatur Campus CO2 Storage Site Expansion (IL),https://www.prnewswire.com/news-releases/8-rivers-capital-adm-announce-intention-to-make-illinois-home-to-game-changing-zero-emissions-project-301269296.html|https://broadwing.energy/|https://www.prnewswire.com/news-releases/8-rivers-capital-adm-announce-intention-to-make-illinois-home-to-game-changing-zero-emissions-project-301269296.html,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0063,Bushmills Ethanol Atwater (MN),United States,North America,"Bushmills Ethanol, Summit Carbon Solutions",Capture,concept,Planned,,Fuel transformation,Bioethanol,capture_capacity,0.23,0.23,0.23,2022,,2028,,Dedicated storage,Midwest carbon express,https://summitcarbonsolutions.com/summit-carbon-solutions-partners-with-bushmills-ethanol%ef%bf%bc/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0064,CalCapture CCPP (Elk Hills) (CA),United States,North America,"Next carbon solutions (NextDecade), California Resource Corporation (Carbon TerraVault)",Capture,concept,Planned,,Power and heat,Power (gas),capture_capacity,1.4,1.4,,2019,2026,2028,,Dedicated storage,Carbon TerraVault 1,https://www.energy.gov/fecm/articles/foa-2187-and-foa-2188-project-selections|https://www.spglobal.com/commodityinsights/en/market-insights/latest-news/natural-gas/022820-californias-elk-hills-carbon-capture-plant-gets-backing-from-oil-and-gas-industry-fund|https://poweringcalifornia.com/newsletter/crc-designing-californias-first-carbon-capture-and-sequestration-project/|https://www.nsenergybusiness.com/news/fluor-crcs-cal-capture-project/|https://www.carboncapturejournal.com/ViewNews.aspx?NewsID=6592,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0065,Caledonia Clean Energy (previously Captain Clean Energy),United Kingdom,Europe,Summit Power,Full chain,concept,Planned,,Power and heat,Power (gas),capture_capacity,3.0,3.0,,2012,,2028,,Dedicated storage,,https://ukccsrc.ac.uk/sites/default/files/documents/event/Stephen-kerr-calendonia.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0068,Carbon America Sterling ethanol (CO),United States,North America,Carbon America,Full chain,concept,Planned,,Fuel transformation,Bioethanol,capture_capacity,0.35,0.35,0.35,2022,2026,2029,,Dedicated storage,,http://www.ethanolproducer.com/articles/19256/carbon-america-plans-ccs-projects-at-2-colorado-ethanol-plants%20https://coloradosun.com/2022/05/12/carbon-capture-colorado-ethanol-plants-greenhouse-gas-emissions/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0069,Carbon America Yuma ethanol (CO),United States,North America,Carbon America,Full chain,concept,Planned,,Fuel transformation,Bioethanol,capture_capacity,,,,2022,2026,2029,,Dedicated storage,,http://www.ethanolproducer.com/articles/19256/carbon-america-plans-ccs-projects-at-2-colorado-ethanol-plants%20https://coloradosun.com/2022/05/12/carbon-capture-colorado-ethanol-plants-greenhouse-gas-emissions/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0070,Carbon Capture at Ince Fertiliser Site,United Kingdom,Europe,CF Fertilisers,Capture,cancelled,Cancelled,,Industry,Fertiliser,capture_capacity,0.4,0.4,,2018,,,2022,Dedicated storage,Liverpool Bay CO2 storage (Hynet),https://hynet.co.uk/wp-content/uploads/2022/03/Creating-HyNet-webinar-slides-March-2022.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0072,Carbon2ProductAustria (C2PAT) - Lafarge Mannersdorf,Austria,Europe,"Holcim Group, OMV (potential utilisation), Verbund, Borealis",CCU,concept,Planned,1,Industry,Cement,capture_capacity,0.75,0.75,,2020,,2030,,Mixed,,https://www.borealisgroup.com/news/lafarge-omv-verbund-and-borealis-join-hands-to-capture-and-utilize-co2-on-an-industrial-scale|https://www.europeanfiles.eu/environment/carbon2productaustria-c2pat|https://www.holcim.com/sites/holcim/files/documents/holcim_ccus_july_2021.docx.pdf|https://www.holcim.at/sites/austria/files/docs/holcim_leaflet_c2patplus_mannersdorf_en_20241212.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0073,CarbonCapture DACU Carbon Cure at Gary Works (IN),United States,North America,"CarbonCapture, CarbonCure, US Steel",CCU,concept,Planned,,DAC,Direct Air Capture,capture_capacity,0.005,0.005,,2022,,,,Use,,https://www.energy.gov/fecm/articles/selections-funding-opportunity-announcement-2560-direct-air-capture-combined|https://netl.doe.gov/sites/default/files/netl-file/22CM_CDR17_OBrien_2.pdf,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0075,CarbonNet,Australia,Australia and New Zealand,"Victorian Government/Australian Government, (DNV)",T&S,concept,Planned,,CO2 T&S,CO2 T&S,storage_injection_capacity,6.0,6.0,,2010,,2030,,Dedicated storage,CarbonNet,"https://earthresources.vic.gov.au/projects/carbonnet-project|https://www.dnv.com/cases/advancing-ccs-for-victoria-australia-the-carbonnet-project-181994|https://earthresources.vic.gov.au/projects/carbonnet-project/about-the-project#:~:text=The%20CarbonNet%20Project%20aims%20to,sites%20in%20the%20Gippsland%20Basin.|https://djsir.vic.gov.au/carbonnet/about-the-project|https://djsir.vic.gov.au/carbonnet/about-the-project",2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,au-carbonnet,matched-exact
iea-2026-0077,CCUS at Red Hills natural gas processing complex (NM) EOR Phase 2,United States,North America,Targa Resources Group,Full chain,construction,Under construction,1,Fuel transformation,Natural gas processing/LNG,capture_capacity,0.36,0.36,,2022,2022,,,EOR,,https://www.upstreamonline.com/energy-transition/epa-approves-lucid-energy-ccs-project-the-largest-in-the-permian-basin/2-1-1145816|https://www.mrt.com/business/energy/article/EPA-approves-Lucid-s-plan-for-major-Permian-CCS-16772892.php,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0078,CCUS at Red Hills natural gas processing complex (NM) EOR Phase 3,United States,North America,Targa Resources Group,Full chain,concept,Planned,2,Fuel transformation,Natural gas processing/LNG,capture_capacity,0.26,0.26,,2022,,2028,,EOR,,https://www.lucid-energy.com/news/lucid-energy-group-receives-milestone-approval-epa-plans-develop-largest-carbon-capture-and|https://www.upstreamonline.com/energy-transition/epa-approves-lucid-energy-ccs-project-the-largest-in-the-permian-basin/2-1-1145816|https://www.mrt.com/business/energy/article/EPA-approves-Lucid-s-plan-for-major-Permian-CCS-16772892.php,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0079,Cementa Slite plant,Sweden,Europe,"Heidelberg Materials, Cementa",Capture,concept,Planned,,Industry,Cement,capture_capacity,1.8,1.8,0.297,2021,2026,2032,,Dedicated storage,,https://www.heidelbergcement.com/en/pr-02-06-2021|https://www.heidelbergcement.com/en/pr-30-05-2022|https://www.cemnet.com/News/story/174370/work-accelerates-on-slite-ccs-plant.html|https://www.sliteccs.se/en/the-worlds-eyes-turn-to-slite|https://www.sliteccs.se/en/timeline-beyond-net-zero|https://www.cement.heidelbergmaterials.se/sv/heidelberg-materials-ansoker-om-tillstand-for-storskalig-koldioxidfangning-i-slite-pa-gotland|https://www.cement.heidelbergmaterials.se/sv/ccs-satsningen-vid-cementfabriken-i-slite-pausas,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
iea-2026-0080,Century plant (TX),United States,North America,"Mitchell group, Sandridge Energy",Full chain,operating,Operational,,Fuel transformation,Natural gas processing/LNG,capture_capacity,4.32,4.32,,2008,2008,2010,,EOR,,https://www.industryweek.com/leadership/companies-executives/article/21946093/occidental-to-develop-enhanced-oil-recovery-assets-in-texas|https://www.nsenergybusiness.com/features/top-carbon-capture-storage-projects/|https://carboncredits.com/occidental-petroleum-quietly-abandons-biggest-carbon-capture-plant/|https://carboncredits.com/occidental-petroleum-quietly-abandons-biggest-carbon-capture-plant/,2026-03-27,https://www.iea.org/data-and-statistics/data-product/ccus-projects-database,official_workbook,,unmatched-review
